,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
150,10.1177/154407370301700112,950f30fe484a9b2b1d9303e8dca582666cf66a98,,The future of dental restorative materials.,Revue belge de medecine dentaire. Belgisch tijdschrift voor tandheelkunde,1965,,False
151,10.1177/154407370301700112,3ee49d99f46bcfc9b4d6d36560b074ab4cbebca4,10.1002/JBM.820050613,Application of porous ceramics for the attachment of load bearing internal orthopedic applications,,1971,background,False
152,10.1177/154407370301700112,bac11a0727dcb729cc11c8a57e99794f2a9fca94,10.1038/273345A0,Role of cell shape in growth control,Nature,1978,background,False
153,10.1177/154407370301700112,89c0035f5ae4394cc7398c07fb8d8a49a8fde4c7,10.1097/00003086-198306000-00007,Powder metal-made orthopedic implants with porous surface for fixation by tissue ingrowth.,,1983,,False
154,10.1177/154407370301700112,dae0ba2c575f35466fd01fc04718e189cd52503f,,Powder metal-made orthopedic implants with porous surface for fixation by tissue ingrowth.,Clinical orthopaedics and related research,1983,background,False
155,10.1177/154407370301700112,539a8ad8c39ee991a4636b7ce16afbfee57a06f4,10.1177/00220345850640111701,Time-dependent Deformation of Composite Resins — Compositional Considerations,Journal of dental research,1985,background,False
156,10.1177/154407370301700112,ae51f00f61cc01aa8ecfb90ffaf89f15e0c54bcf,10.1002/JBM.820190802,An evaluation of variables influencing implant fixation by direct bone apposition.,Journal of biomedical materials research,1985,background,False
157,10.1177/154407370301700112,cb1f88cd934e9094ed4064421fdbbd612df8c89c,10.1016/0142-9612(85)90070-5,Interface analysis of titanium and zirconium bone implants.,Biomaterials,1985,background,False
158,10.1177/154407370301700112,d3c248794e28f7235de1f3b84c38aafd35d9280f,10.1016/0014-4827(86)90217-X,Spreading and orientation of epithelial cells on grooved substrata.,Experimental cell research,1986,background,True
159,10.1177/154407370301700112,f60cd2d841d70f050eb22d2d893145bea96ccc63,10.1210/ENDO-119-4-1768,A possible mechanism for inhibition of angiogenesis by angiostatic steroids: induction of capillary basement membrane dissolution.,Endocrinology,1986,background,False
160,10.1177/154407370301700112,2fb293843a7ec0ccaa3778e7bebbaefad21575b2,10.1002/JBM.820211205,The effect of surface macrotexture and hydroxylapatite coating on the mechanical strengths and histologic profiles of titanium implant materials.,Journal of biomedical materials research,1987,background,False
161,10.1177/154407370301700112,4ec9e1feae891b3bddd60c8ef9619aaa8da393e7,10.2106/00004623-198769090-00026,Biological fixation of porous-coated implants.,The Journal of bone and joint surgery. American volume,1987,background,False
162,10.1177/154407370301700112,700c798b3cd50a4fca3d9bbfe52ee91ae52614f1,10.1002/JBM.820210708,Cell responses to biomaterials. I: Adhesion and growth of vascular endothelial cells on poly(hydroxyethyl methacrylate) following surface modification by hydrolytic etching.,Journal of biomedical materials research,1987,background,False
163,10.1177/154407370301700112,738863f3ffe65299168b1ccfe087854742e0fd05,,Topographical control of cell behaviour. I. Simple step cues.,Development,1987,,False
164,10.1177/154407370301700112,342623234788b1a43ea1a4243bd717d22657a03c,10.1302/0301-620X.70B4.3403596,Clinical aspects of osseointegration in joint replacement. A histological study of titanium implants.,The Journal of bone and joint surgery. British volume,1988,background,False
165,10.1177/154407370301700112,f3f5e1e4ead7be5a8fe4473c0f81879d344892f8,10.1111/J.1365-2591.1988.TB00972.X,In vitro assessment of bone biocompatibility.,International endodontic journal,2007,background,False
166,10.1177/154407370301700112,c2530ab505ffaa57b05490c00ed68fa68753845c,10.4012/DMJ.8.93,Creep on a composite resin in water.,Dental materials journal,1989,background,False
167,10.1177/154407370301700112,7089bbd3ee70a0012a75b1a55fd8572a95f640cb,10.1002/JBM.820240906,Titanium-coated micromachined grooves of different dimensions affect epithelial and connective-tissue cells differently in vivo.,Journal of biomedical materials research,1990,background,False
168,10.1177/154407370301700112,865457f28bc699d8e9b4e0a39ea2fffc3b3ddf22,,Topographical control of cell behaviour: II. Multiple grooved substrata.,Development,1990,,False
169,10.1177/154407370301700112,201292379a7e2697010a5ba59aefcb013083f246,10.3138/9781442671508-034,30. Modulation of Bone Ingrowth by Surface Chemistry and Roughness,,1991,background,False
170,10.1177/154407370301700112,5771221954a27c4cc1397e06b86ca9e74d267b72,10.1016/S0901-5027(05)80698-8,Influence of pore dimensions on bone ingrowth into porous hydroxylapatite blocks used as bone graft substitutes. A histometric study.,International journal of oral and maxillofacial surgery,1991,,False
171,10.1177/154407370301700112,a1ab59f255e2aaeee0198c029854b83632b6f235,10.1016/0142-9612(91)90210-2,Influence of surface texture of polymeric sheets on peripheral nerve regeneration in a two-compartment guidance system.,Biomaterials,1991,background,False
172,10.1177/154407370301700112,ede50388d72774eb68a3b4ec37c6564c37b84c41,10.1557/PROC-252-221,The Influence of Surface Microgeometry on Fibroblast Colonization of Synthetic Surfaces,,1991,background,True
173,10.1177/154407370301700112,1b5afbc2a4da0fd8501e1e89b91fbb187ac7f54c,10.4012/DMJ.11.165,Compressive creep and recovery of composite resins with various filler contents in water.,Dental materials journal,1992,background,False
174,10.1177/154407370301700112,6e58b60343d39ca2a03e84b8d0e13e91a25f92da,,Micromechanics of implant/tissue interfaces.,The Journal of oral implantology,1992,background,False
175,10.1177/154407370301700112,ef268cc907ae1acd353bea315df070a238618635,10.1016/0142-9612(92)90138-E,Macrophage response to microtextured silicone.,Biomaterials,1992,,False
176,10.1177/154407370301700112,4309e8fd19da3a910f9868c6b52bdc702a0eb0ca,10.1083/JCB.127.2.537,Inhibition of anchorage-dependent cell spreading triggers apoptosis in cultured human endothelial cells,The Journal of cell biology,1994,background,False
177,10.1177/154407370301700112,59011dfcc037f81776a55501a0b9db8cd50fab88,10.4012/DMJ.13.214,Compressive creep of posterior and anterior composite resins in water.,Dental materials journal,1994,background,False
178,10.1177/154407370301700112,46992f656d6715f27eac692fb8c7ba2ef4d5fa76,,4-year clinical study of castable ceramic crowns.,American journal of dentistry,1995,,False
179,10.1177/154407370301700112,812ca3d81b2472f6c8a28c51c6bcc5c7955fe51b,10.1002/JBM.820290314,"Effect of titanium surface roughness on proliferation, differentiation, and protein synthesis of human osteoblast-like cells (MG63).",Journal of biomedical materials research,1995,background,False
180,10.1177/154407370301700112,23c728a29a25790c949e7a54565fc451b5a8e611,,Cell interaction with microtextured surfaces,,1996,background,True
181,10.1177/154407370301700112,702e23387b6c7456eb99abb800700a20a6f2ca54,10.1002/(SICI)1097-4636(199609)32:1<55::AID-JBM7>3.0.CO;2-O,Surface roughness modulates the local production of growth factors and cytokines by osteoblast-like MG-63 cells.,Journal of biomedical materials research,1996,background,False
182,10.1177/154407370301700112,dc2025629efdb6e7dd1e55d93a9f60956dabe5e1,10.1126/SCIENCE.276.5317.1425,Geometric control of cell life and death.,Science,1997,background,False
183,10.1177/154407370301700112,3697e7c10a1bef492e0de2aed1895fa710facb34,10.1177/00220345980770041201,Mechanical Characterization of Dental Ceramics by Hertzian Contacts,Journal of dental research,1998,background,False
184,10.1177/154407370301700112,3a8b85b6cdbdde9a263b5dc7a81f1965e884ad3e,10.1002/(SICI)1097-4636(19980905)41:3<489::AID-JBM20>3.0.CO;2-C,"Prostaglandins mediate the effects of titanium surface roughness on MG63 osteoblast-like cells and alter cell responsiveness to 1 alpha,25-(OH)2D3.",Journal of biomedical materials research,1998,background,False
185,10.1177/154407370301700112,56c3fb19249ed5daee70759f7665c797731765fd,10.1016/S0022-3913(98)70010-1,Five-year clinical evaluation of Procera AllCeram crowns.,The Journal of prosthetic dentistry,1998,,False
186,10.1177/154407370301700112,a47917095b5efe6dbb6450dab2800e0e0e3fe108,10.1002/(SICI)1097-4636(199801)39:1<77::AID-JBM10>3.0.CO;2-L,"Titanium surface roughness alters responsiveness of MG63 osteoblast‐like cells to 1α,25‐(OH)2D3",,1998,background,False
187,10.1177/154407370301700112,ad926013e6a3e52011c47f080e65418fa59adbf8,,LANGZEITERGEBNISSE VON GALVANOKERAMISCHEN UND GLASKERAMISCHEN (DICOR) EINZELKRONEN UNTER KLINISCHEN BEDINGUNGEN,,1998,background,False
188,10.1177/154407370301700112,cc3aed29c42c09b7747ad6d09361fda01801d5d5,10.1016/S0109-5641(98)00013-X,Role of microstructure on contact damage and strength degradation of micaceous glass-ceramics.,Dental materials : official publication of the Academy of Dental Materials,1998,background,False
189,10.1177/154407370301700112,d04ed4104b78794ec204654c27d9eb0f5a8a34be,10.1002/(SICI)1097-4636(199802)39:2<176::AID-JBM2>3.0.CO;2-M,Osteoblast precursor cell activity on HA surfaces of different treatments.,Journal of biomedical materials research,1998,background,False
190,10.1177/154407370301700112,ebc7863a0c70a5a5c1aaaee2bf6ebf6eb4428b01,10.1002/(SICI)1097-4636(199821)43:1<1::AID-JBM1>3.0.CO;2-T,Influence of silicone (PDMS) surface texture on human skin fibroblast proliferation as determined by cell cycle analysis.,Journal of biomedical materials research,1998,background,False
191,10.1177/154407370301700112,3aed28e8dc795e4e8e2fd1c1ee096a7f76086b4c,10.1006/cbir.1998.0256,CONTACT GUIDANCE OF CHICK EMBRYO NEURONS ON SINGLE SCRATCHES IN GLASS AND ON UNDERLYING ALIGNED HUMAN SKIN FIBROBLASTS,Cell biology international,1999,background,False
192,10.1177/154407370301700112,3fdcd423c1c786e799102e9e05085a374bf2b848,10.1016/S0022-3913(99)70231-3,"Survival of Dicor glass-ceramic dental restorations over 14 years: Part I. Survival of Dicor complete coverage restorations and effect of internal surface acid etching, tooth position, gender, and age.",The Journal of prosthetic dentistry,1999,,False
193,10.1177/154407370301700112,51950a6e778797ce1dd44cb8ba560516e394247f,10.1002/(SICI)1097-4636(199908)46:2<212::AID-JBM10>3.0.CO;2-Y,Attachment of fibroblasts on smooth and microgrooved polystyrene.,Journal of biomedical materials research,1999,background,False
194,10.1177/154407370301700112,617f1ea2a15e42042f6354ce6f3914b05ebdee16,10.1007/s11626-999-0050-4,"Geometric control of switching between growth, apoptosis, and differentiation during angiogenesis using micropatterned substrates",In Vitro Cellular & Developmental Biology - Animal,1999,background,False
195,10.1177/154407370301700112,759075c80cb8ec8e0831de8f437d2e4c2cc5f8e0,,Clinical examination of leucite-reinforced glass-ceramic crowns (Empress) in general practice: a retrospective study.,The International journal of prosthodontics,1999,background,False
196,10.1177/154407370301700112,a352a8dcead75d3397fd5ec5929806c5fd5a12eb,10.1016/S0022-3913(99)70104-6,Survival of Dicor glass-ceramic dental restorations over 14 years. Part II: effect of thickness of Dicor material and design of tooth preparation.,The Journal of prosthetic dentistry,1999,background,False
197,10.1177/154407370301700112,b4b8b8073710dbf1fdb220cd8707c2cf0a40888b,,A 10-year longitudinal study of fixed prosthodontics: clinical characteristics and outcome of single-unit metal-ceramic crowns.,The International journal of prosthodontics,1999,background,False
198,10.1177/154407370301700112,cdcc4723fcfdbd1f2abd9b3134a36a83b809a580,10.1115/1.2798042,The effects of the surface topography of micromachined titanium substrata on cell behavior in vitro and in vivo.,Journal of biomechanical engineering,1999,background,False
199,10.1177/154407370301700112,f3c33247e62fa31dd3ab8a783d4117ad893c16c2,10.1002/(SICI)1097-4636(199911)47:2<204::AID-JBM10>3.0.CO;2-H,Contact guidance of rat fibroblasts on various implant materials.,Journal of biomedical materials research,1999,background,False
200,10.1177/154407370301700112,15b19854bff0d7331c94800d86da18d517260d59,10.1097/00003086-200002000-00027,Effect of Collagen Denaturation on the Toughness of Bone,Clinical orthopaedics and related research,2000,background,False
201,10.1177/154407370301700112,1e1263e288cd66178bd2e094452362e320a86280,10.1177/00220345000790020501,Lifetime-limiting Strength Degradation from Contact Fatigue in Dental Ceramics,Journal of dental research,2000,background,False
202,10.1177/154407370301700112,92af9d9ae7d2bd0e94a3085d74cda04247a1bb15,10.1557/JMR.2000.0177,Thin Film Cracking and Ratcheting Caused by Temperature Cycling,,2000,background,False
203,10.1177/154407370301700112,a2fd4cd48a36c33c6601c63574c989b0e99cfa0e,,Osteoinductive biomimetic calcium-phosphate coatings and their potential use as tissue-engineering scaffolds,,2000,,False
204,10.1177/154407370301700112,a8b24d4039da14274887f9d62ed5c15367b0b869,,Bone response to laser microtextured surfaces,,2000,background,False
205,10.1177/154407370301700112,cd91d3e28919524780a9a834b8a0580b9ab79c9c,10.1016/S0022-3913(00)80015-3,Survival of In-Ceram crowns in a private practice: a prospective clinical trial.,The Journal of prosthetic dentistry,2000,background,False
206,10.1177/154407370301700112,eca5832f876d5bdd87f221beae2fcb7885f30328,10.1002/1097-4636(20000905)51:3<529::AID-JBM30>3.0.CO;2-R,Early spreading events of fibroblasts on microgrooved substrates.,Journal of biomedical materials research,2000,,False
207,10.1177/154407370301700112,404a4afd496c4130d2cb577297b5a96ccf303a12,10.1002/1097-4636(200105)55:2<141::AID-JBM1000>3.0.CO;2-J,Biodegradable polymeric scaffolds for musculoskeletal tissue engineering.,Journal of biomedical materials research,2001,background,False
208,10.1177/154407370301700112,911c895578b8c42d0d1a69beab449d68f5b05dbf,10.1067/MPR.2001.119581,Use of contact testing in the characterization and design of all-ceramic crownlike layer structures: a review.,The Journal of prosthetic dentistry,2001,background,False
209,10.1177/154407370301700112,ff372a0500c6bb026b3c28f647bf59d397701d85,10.1016/S0142-9612(00)00352-5,Axonal outgrowth of hippocampal neurons on micro-scale networks of polylysine-conjugated laminin.,Biomaterials,2001,background,False
210,10.1177/154407370301700112,1d9b70d4c270c18db3cee0861ff08589cfd42a76,,Clinical experience with In-Ceram Spinell crowns: 5-year follow-up.,The International journal of periodontics & restorative dentistry,2002,background,False
211,10.1177/154407370301700112,31332b891fcde7093edce42d68a7cf090332b125,10.1002/JBM.10221,Interactions between MC3T3-E1 cells and textured Ti6Al4V surfaces.,Journal of biomedical materials research,2002,background,False
212,10.1177/154407370301700112,36a6b103c959419a13d8bd40cdeed156f16e9289,10.1557/JMR.2002.0440,Overview: Damage in brittle layer structures from concentrated loads,,2002,background,False
213,10.1177/154407370301700112,d3bc31b5e41960320c82cde0696c53a0cf7adf71,10.1002/JBM.10408,Osseointegration on metallic implant surfaces: effects of microgeometry and growth factor treatment.,Journal of biomedical materials research,2002,background,False
